url,Name,Email,Website,Phone_no,Address,Contact_person,Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12273,4 Star Equine Performance Therapy,rideondowntoit(at)gmail.com,http://www.jasstables.comPhone:  540-905-3933,540-905-3933,"[MAP]P.O. Box 158Lincoln,",Katie Davis,"4 Star Equine Performance Therapy, is based out of JAS Stables Eventing's training facility in Purcellville, VA. Katie is looking to accommodate you! If you're looking to increase circulation, relieve tension, enhance flexibility, and improve the performance and disposition of your horse then sports massage is for you! Katie is available to travel to you whether it be for pre-event, post-event, training support, or just a great gift for your equine partner. All disciplines welcome! ""Four-Star is the highest level of performance in Three Day Eventing. I want every owner and horses partnership, in any discipline, to feel like a Four Star Performance!"" Katie Davis, is a certified equine sports massage therapist as well as an upper level eventer. It runs in the family! While her mother and sister are both human deep tissue massage specialists, Katie thought it was time for an equine one. While operating her own training business and competing at high levels of performance, Katie realizes that a tense muscle is not a well performing muscle. And much like a chain reaction, when one muscle is tense other muscles tend to follow suit. To perform well we have to feel great! Passionate about horses and wanting her horses to peak in performance, Katie became board certified through Mary Schreiber's renowned EQUISSAGE program. Seeing the amazing improvement (with massage) in performance and attitude with her own horses, Katie created 4 Star Equine Performance Therapy!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11178,The Natural Farrier,Shannondoa(at)hotmail.com,http://www.NaturalFarrier.com Phone:  1-434-906-3607,Phone1-434-906-3607,"[MAP]1584 Kents Mill RdLouisa,",Shannon Carner,"www.NaturalFarrier.com 

Find us on Facebook, search ""The Natural Farrier"" 

 Natural Hoof Trimming:
    Not just another trim- I am a degreed podiatrist, helping your horses put a better hoof forward. I can help your horse overcome chronic lameness, underrun heels and more. If you think your horses hooves don't look good, you're probably right.""  Get better hooves TODAY! 


Hi, my name is Shannon Carner, DAEP (degreed equine Podiatrist)and I am a natural hoof care practitioner and offer an array of services including:

Rubber horseshoes-
    A GREAT asset to horses that need a lighter shoe. Dramatically reduces strain on tendons and joints. Helps with arthritic horses, navicular and most lameness issues. Can be nailed on, glued on, or used with Equisocks. 

Equisocks Natural Hoof Wear:
    Looks like vetwrap, activates in water, and forms a 'boot' that lasts for up to 5 weeks! Great for founder, sore feet or to secure a loose shoe!

 Visit my website: 

www.NaturalFarrier.com or Facebook ""The Natural Farrier"" I offer FREE hoofcare videos, advice and more! 
Learn more at www.NaturalFarrier.com 

Call today, and learn more at www.CarnerEquinePodiatry .com"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14456,JLT Equine Massage & Saddle Fitting,JLT111293(at)gmail.com,https://jltequinemassagesaddlefitting.wordpress.com/Phone:  540- 424-3032,540-424-3032,"[MAP]1658 Evergreen RdLouisa,",Joanna  Torreyson,"Joanna Torreyson is certified in Equine Massage therapy and Saddle Fitting from the university of South Carolina through the Aiken program. As a rider herself, she knows how important it is to make sure that the saddle fits not only the horse but also the rider and how a correctly fitted saddle can lead to a happier partnership. 

Just like humans, horses get sore and need a massage after a hard day of work.  Let your horse relax with Joanna and see just how much of a difference it makes in your trail or show partner. See your horse's overall personality change for the better! 

 All breeds and Disciplines welcomed"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14424,JLT Equine Massage & Saddle fitting,JLT111293(at)gmail.com,https://jltequinemassagesaddlefitting.wordpress.com/Phone:  540- 424-3032,540-424-3032,"[MAP]2317 Evergreen RdLouisa ,",Joanna  Torreyson,"Joanna Torreyson is certified in Equine Massage therapy and Saddle Fitting from the university of South Carolina through the Aiken program. As a rider herself, she knows how important it is to make sure that the saddle fits not only the horse but also the rider and how a correctly fitted saddle can lead to a happier partnership. 

Just like humans, horses get sore and need a massage after a hard day of work.  Let your horse relax with Joanna and see just how much of a difference it makes in your trail or show partner. See your horse's overall personality change for the better!
 Make your appointment today! 

All breeds and Disciplines welcomed."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14396,JUST PULSE IT,klsplinter(at)aol.com,https://www.facebook.com/karen.l.gagliano/Phone:  865-466-7646,865-466-7646,"[MAP]13570 Breezy Meadow LaneLovettsville,",Karen Splinter-Gagliano,"Pulsed Electromagnetic Therapy (PEMF) For Horses, People and Pets

	

Karen Splinter-Gagliano (JUST PULSE IT)
Lovettsville, VA
klsplinter@aol.com
865-466-7646

Benefits of PEMF Therapy for Horses, People and Pets......

IMPROVE PERFORMANCE
Increase Speed, Strength, Relaxation, Suppleness & Range of Motion

RELIEVE PAIN
Reduce Inflammation, Stiffness and Soreness, Penetrate Deeper than Laser or Massage, Reduce Stress/Tension

DETECT AREAS OF SORENESS
Help Detect WHERE you horse is Sore & Relieve the Soreness

REDUCE RECOVERY TIME
Get Back to Fitness up to 70% Faster

HEAL FASTER
Accelerate Healing Time from Wounds, Soft Tissue Injuries, Fractures, Illness, etc.

BOOST HEALTH & ENERGY
PEMF works on a variety of conditions involving soft tissue, bone, hooves, illness, age-related issues and more!

DRUG FREE THERAPY
At the show....before and/or after competition.....for injury or illness....At home for maintenance.

Just Pulse It
Karen Gagliano, Certified PEMF Practitioner
Call for appointment and information: 865-466-7646
13570 Breezy Meadow Lane
Lovettsville, VA 20180

Justpulseit@gmail.com

Search FB for Just Pulse It at:
https://www.facebook.com/karen.l.gagliano/

Ask about demos at your barn and package discounts



Please use the following link to find out more about PEMF Therapy for horses, people and pets:

https://documentcloud.adobe.com/link/track?uri=urn%3Aaaid%3Ascds%3AUS%3A2c44c02c-a926-402c-b295-a08559d5bd4f

I am available to service the Northern VA, WV, and MD areas."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14588,Kinetic Balance,,No website link,No Pone number,"Lovettsville,VA 20180",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14546,EquiHeart Yoga LLC,alison(at)equiheartyoga.com,https://www.equiheartyoga.comPhone:  7038530359,7038530359,"[MAP]3638 Oak Park RdMadison,",Alison Curtis,"Yoga for Equestrians
I use the tools of yoga and rider biomechanics to help riders find the balance between effort and ease, strength and suppleness and find harmony with their horse to aid them in becoming better more relaxed riders.

My Offerings:
-In-Person On the mat group classes as several barns in Central Virginia
-In-Person Private yoga sessions on the mat and on your horse
-Online Classes, Courses and Programs
-Workshops and Clinics

Please visit my website to see my schedule and register for classes and private sessions and sign-up for my newsletter to learn more about the benefits of yoga for your riding and to keep up to date with any special offers. 
Namaste"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12533,"Graywood Riding - Lessons, Boarding, Theraputic Riding",Graywood_Riding(at)yahoo.com,Phone:  540-219-1466,540-219-1466,"Madison,VA 22727",No contact Person,"Graywood is a riding barn, located near the tri-county corner of Culpeper, Madison, & Orange!  25 beautiful acres with miles of riding trails and an 8-stall barn.  The riding ring is 200x120 with stone dust & sand footing and equipped with nice jumps.  There is also a small round pen for ground work.


Graywood is a family friendly farm that is happy to accommodate riders and horse lovers of all ages and experience levels (group and privet lessons).  We are able to do theraputic riding classes as well (privet lessons only).  We believe in creating a safe and fun environment where everyone is encouraged to be the best they can be.


Graywood offers privet & group lessons 7 days a week as well as horse boarding.  Denise makes farm calls if you are local or she'll drive long distance with gas & time reimbursement. 


Lessons: English hunters & Western Pleasure and Barrels
    - $25 for half hour privet lesson (per person)
    - $25 for hour semi-privet (2 riders, $25 each)
    *ride our schooling ponies or trailer your own*



Owner & Instructor is Denise Lynch.  Denise has over 30 years experience teaching, training, and showing.  She moved to Madison County 17 years ago and has coached many winning riders over the years.  Denise has a BS degree in Equestrian Studies from Salem College and Meredith Manor.  She's shown A circuit, local hunters, and trained race horses.  Denise's teaching includes riding and horse knowledge (hippology).


If you live in Madison County, your child can ride the bus to the farm after school for their lesson.  Parent's can pick their children up after the lesson (good after school care option).


Boarding:
-$350 per month stall board, includes: hay, water, feed, turn out, & feet picking daily.  (Extra care available for an extra fee, contact for pricing)
    - 3 large fields
    - 8 stalls
    - 2 run-in sheds
    - 25 acres



For more information or to schedule you first lesson please respond to Graywood_Riding@yahoo.com with ""riding lessons"" in the subject box.  Be sure to include your phone number so we can give you a call back.

We look forward to hearing from yall!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13095,The Healing Touch,mustangrdr(at)att.net,Phone:  609-502-6723,609-502-6723,"Madison,VA 22727",No contact Person,"Having trouble achieving the perfect ride?  Does your horse struggle with lead changes? Behavior problems (Bucking, rearing, striking, etc.) stiffness or soreness?  Call me today about how to fix these ""vices"" and create a better relationship with your horse.    

SPRING SPECIAL-->  Receive $25 off your first session!!  

Certified Equine Sports Massage Therapist, Reiki Master, and Certified Master Saddle Fitter. I am a 20 YEAR VETERAN in the field of alternative therapies.   

The Healing Touch has moved into the Central VA region after servicing the mid Atlantic for over 20 years! I offer only the best in alternative therapies.  Trained and certified by Don Doran School of Equine Massage, The Healing Touch (est. 1995)  offers services for every equine, whether a fierce top level competitor or weekend trail rider, your horse will benefit! 

Services Offered Include: Equine, Canine, and Human Massage, Reiki Master (energy healing), Accupressure, Magnetic Therapy, Moxibustion, Homeopathic remedies, Sport Taping, Therapeutic Stretching, Gait Analysis, and Master Saddle Fitting.   

Call for details, additional information, and to schedule your first session!

Offering Services in the following counties:
Culpeper
Madison
Greene
Orange
Faquier *$15 Fuel Charge
Spotsylvania  *$15 Fuel Charge
Rappahanock  *$15 Fuel Charge
Prince William  *$15 Fuel Charge
Stafford  *$15 Fuel Charge
Page  *$15 Fuel Charge
Abelmarle
Fluvana  *$15 Fuel Charge"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12328,Healing Touch for Animals,NoVA(at)healingtouchforanimals.com,http://www.healingtouchforanimals.comPhone:  7035686294,7035686294,"Manassas,VA 20111",No contact Person,"Healing Touch for Animals (HTA) is a holistic approach using energy and intention to influence the health and well-being of animals. Energetic techniques are taught to individuals interested in assisting our animals through their life's journey. Courses are offered in cities throughout the US, in Canada and in the Netherlands. 

Course participants work hands-on with dogs and horses where each participant learns the basics of how we can assist animals with their health and well-being, their behavioral issues and their physical, mental or emotional healing process."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11540,Equine Massage Unlimited,Presuslady(at)aol.com,http://www.equinemassageunlimited.netPhone:  703-881-1375,703-881-1375,"Manassas,VA 20110",No contact Person,"Serving the Northern Virginia area, also offering a SPECIAL 15% OFF INTRODUCTORY RATE!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14115,Animal Communicator/Energy Healing by Marcia Rosenberger,marcia(at)marciatalks.com,Phone:  540-364-4609,540-364-4609,"[MAP]11215 Red Oak LaneMarkham,",Marcia Rosenberger,"Get direct feedback from your horse to help 
	-guide veterinary and holistic care 
	-direct your training efforts 
	-build a better relationship with your horse

Despite our best efforts, sometimes the health and behavior of our horses leaves us confused and frustrated.  It seems like every step in equine training and care involves a million decisions that leave us wondering, did it work?  Animal communication can shorten this process by giving us feedback directly from the horse.  Better yet, communicating with your horse is the fastest way to improve your relationship.

Call Marcia when you want to ask you horse:
	Where does he hurt?
	What's stopping her from getting well?
	Why is she behaving badly?
	Why isn't he responding to training?
	Is he ready to leave life? 

Team Player
Marcia is a team player. Animal communication never replaces good veterinary care, rather it helps you find the pain.  Marcia tells you how the situation feels to your horse.  She will work with you or the vet and describe the specific nature of the problem. 
For example, when you ask why my horse won't eat, he could have pain in his teeth or stomach, smell something odd in his food, or be depressed. With this knowledge, you and your vet can decide which steps to take. Marcia makes farm calls locally or consults over the phone at any distance.

Emotional Healing
Transitions in home, ownership, and jobs; rescue, sickness, and pain, can all affect a horse's emotions and make it difficult for them to move forward with life and healing.  Using communication and energy work, Marcia can help the horse release emotional blocks to connecting and working with their owners. 

End of Life Care
Our most difficult decision can be how to help out animals at the end of life.  Marcia can help you decide if the animal is ready to go, celebrate his life, and ease his passage with communication and energy when the time comes.  You and your horse can grow closer in the process and ease the pain of loss by knowing that you helped them to go with love and compassion.

About Marcia
Marcia is a Certified Reiki Master and professional animal communicator. Marcia works with veterinarians, owners and their horses to improve health, behaviors, and relationships. Marcia is also trained in holistic natural horseman techniques to help develop a positive working relationship between horse and owner.  Communicating with animals since childhood, Marcia took time out to pursue degrees and work in Veterinary Technology, Molecular Biology, Technical and Science Communication, and a teaching certificate before returning to her first love, animal communication. 

Marcia follows a strict code of ethics, believing that all communications between you and your animal should remain private unless you desire otherwise.

Email Marcia@marciatalks.com or text/call 540-270-7741 for an appointment.

Photo: Marcia using communication and energy work to assist equine osteopath Dr. Ann-Marie Hancock as she makes physical adjustments."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13977,Dream Catcher Equine LLC,Dreamcatcherequinellc(at)gmail.com,http://Www.dreamcatcherequineva.comPhone:  540-272-8331,540-272-8331,"Marshall,VA 20115",No contact Person,"Dream Catcher Equine LLC provides knowledgeable instructors who will guide you on your journey of achieving your equestrian goals in a SAFE, FUN atmosphere. We understand that one's confidence is an essential yet fragile piece of the journey. Our goal is to help you feel safe and secure while allowing you to progress and to encourage you to dream bigger by exposing you to various disciplines and equine activities. Riding should be ENJOYABLE! 

One on one lessons are available along with semi private and group lessons and activities. 

We realize that for some people it is hard to find the riding style that fits you best, which is why we are here to be flexible and help you find your way."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13735,"Blue Mountain Equine, LLC",bluemountainequinellc(at)gmail.com,http://www.facebook.com/bluemountainequinellcPhone:  540-621-5186,540-621-5186,"Marshall,VA 20115",No contact Person,"Certified Magna Wave PEMF Practitioner 

Providing PEMF Therapy to humans, horses, and small animals in the Northern Virginia and surrounding areas. 

PEMF Therapy: 
* Reduces inflammation and pain
* Increases range of motion 
* Improves blood oxygen levels 
* Increases performance
All without the use of drugs! 

To learn more like us on Facebook!

Contact us to schedule an appointment."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11993,Virginia Equine Research,horsesensenutrition(at)yahoo.com,http://www.VaEquineResearch.comPhone:  540-253-9987,540-253-9987,"[MAP]4292 Belvoir RoadMarshall,",Andrea Donaghy,"Virginia Equine Research develops practical technologies, products and systems, to take your horse to a whole new level of health and soundness through nutrition.  We produce the best feeds in the world at a reasonable price: they are fully decontaminated, highly digestible, roasted feeds.  We never use fillers or by-products. We do use human-grade ingredients for the highest bio-availability.  We are proud to be a Virginia company."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12757,Jan Snodgrass TTouch Training and more!,excellenthorse(at)earthlink.net,http://www.theexcellenthorse.comPhone:  540/364-7673,540/364-7673,"Marshall,VA 20115",No contact Person,"Does your horses performance suffer because of lack balance? Does he move stiffly or have difficulty bending under saddle? Are you looking to increase your horses range of motion? Has your horse lost coordination after having EPM, Lyme disease or other neurological upset? 

For over 25 years Jan Snodgrass has improved horses lives through TTEAM and TTouch, the wonderful training methods created by Linda Tellington-Jones. TTouch has a proven record of increasing body awareness and balance, relieving soreness and stiffness and is especially helpful for horses recovering from neurological upsets and injuries. This unique method of body work and training exercises will develop, restore and enhance the horses freedom of movement and athletic ability.

Jan uses simple, effective exercises to improve flexibility in your horses neck, back and pelvis and strengthen and build your horses top line. She also uses ground exercises to increase eye/hoof coordination and innovative riding exercises to improve balance under saddle so your horse can move more athletically with increased lightness and responsiveness. 

Jans more than 35 year equestrian background includes advanced level eventing, third level dressage, reschooling thoroughbreds, training problem horses, rehabbing and conditioning, even trick and liberty training!

Don't give up--get in TTouch!

Jan offers monthly training, private training intensives, open clinics, individual sessions and more.

Find out more here: www.theexcellenthorse.com
Read Jan's Training Tips on Facebook!
https://www.facebook.com/pages/The-Excellent-Horse/785119968169508"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12581,Inform Alexander Technique LLC,InformAT(at)jowidner.com,http://www.jowidner.comPhone:  804 370-3906,804370-3906,"[MAP]6268 Bunker Hill DriveMechanicsville,",Jo Ann Widner,"Alexander Technique and Tai Chi for the equestrian.  Improve your balance, coordination, confidence and riding skills.  Private and semi-private lessons, small groups and workshops.  AmSAT certified instructor."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11825,Middleburg Equine & Canine Reiki,brookemyatt(at)comcast.net,Phone:  703-350-2565,703-350-2565,"Middleburg,VA 20118",No contact Person,"Brooke ""Cookie"" Myatt is a certified Reiki practitioner in Middleburg who specializes in equine and canine reiki treatments."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12500,"Trinity Psychotherapy, LLC",trinitypsychotherapy(at)gmail.com,http://www.trinitypsychotherapy.comPhone:  908-894-2211,908-894-2211,"[MAP]PO Box 2014Middleburg,",Donna Maglio,"Trinity Psychotherapy, LLC offers sport and performance consulting for equestrians who may be looking to enhance their competitive edge or for riding-related fears.  Also offered is equine assisted psychotherapy and learning for individuals, groups, couples and families who may be looking for an alternative approach to emotional growth and life-skills learning, as well as organizational team building and leadership development."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12179,Equine Sports Massage Therapy,equinesportsmassage11(at)yahoo.com,Phone:  703-853-5899,703-853-5899,"Middleburg,VA 20117",No contact Person,"Let a certified ESMT treat your aching horse to a massage that will:

-ease muscle tension 
-release endorphines 
-improve circulation 
-enhance performance



Servicing Middleburg/Upperville/The Plains"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=10593,McQuillan Equestrian at Kilfinnan Stables,kilfinnanstables(at)gmail.com,,,"Middleburg,VA 20118",No contact Person,"Situated on 300 acres of pastoral land just ten minutes from Great Meadows and rte.66, McQuillan Equestrian has everything you and your equine partner need to thrive, no matter your goals. Owned and operated by 5-star event rider and professional foxhunter Sean McQuillan and Equine Physiotherapist Kendra McQuillan, McQuillan Equestrian prides itself on a positive, holistic approach, treating each horse as the unique individuals they are.

Boasting a large outdoor arena with watering system and lighting, cross-country course, countless trails, and large windowed stalls with ample turnout, we provide horses the space to thrive both physically and mentally in a low key, positive environment. 

 With over 30 years of experience, 23 of those as one of Jacqueline Mars's lead trainers and riders, Sean has helped countless equine partnerships reach their goals through his unwavering dedication to the art of horsemanship. With a blend of sports psychology and connective exercises between horse and rider, our positive approach can help you on your journey, whether that's to the highest of levels or to merely enjoy a relaxing trail ride with your equine partner after a long day at work.

McQuillan Equestrian offers a comprehensive suite of services tailored to meet the diverse needs of sport horse enthusiasts. From personalized training programs and enlightening lessons, we are your partner in realizing your equestrian aspirations."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12060,QuadH,QuadH4U(at)yahoo.com,Phone:  540-662-1603,540-662-1603,"[MAP]621 Kline Mill Rd.Middletown,",Kathleen Bashian,"Nothing is ever Black and White! Let me help you make the right desicion when having trouble finding out what is wrong with your best friend? Vets having no clue on what is wrong? Having problems with your horses training? or just want to know what your horse is thinking? 
   I can help! I have a gift of being able to see and hear your horse like no one else can. Let me help you and your horse connect and heal togeather! Ask for Kathleen at her work/home number or email her at you convinance!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13436,Middle Ridge Farm,wathompson1(at)gmail.com,http://www.middleridgefarm.comPhone:  301-305-6440,301-305-6440,"[MAP]4102 Valley View RoadMiddletown,",Whitney Thompson,
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13875,Equine Healings,Equinehealings(at)gmail.com,Phone:  571-577-5055,571-577-5055,"Middletown ,VA 22645",No contact Person,"Certified Dynamic Healer & Intuitive Practitioner 

Through using alternative therapies such as Emotional Freedom Technique EFT (tapping on acupressure points), Reiki, and supplementary treatments, Andrea has successfully facilited permanent behavioral changes and holistic wellness in the equine.

Does your horse ~
-spook easily, 
-suffer in ground manors, 
-stand poorly for the farrier,
-have behavior issues, 
-traumas, 
-injuries, 
-gut issues, 
-digestive problems,
-sore muscles, 
-stiff joints
-allergies 
-birthing process
-pains....

Andrea will come to you and shift the issue at-hand quickly and efficiently.

There are articles written in the Equine Wellness Magazine sharing how EFT and Reiki is extremely beneficial in assisting the horse and owner with many issues that arise. EFT is phenomenal for the most challenging rescue equine and preparing them for their new loving home.  

For more information, please do not hesitate to call 571-577-5055 or email equinehealings@gmail.com.

References available upon request"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12558,Tuliza Equine Massage,tulizamassage(at)gmail.com,http://facebook.com/tulizamassagePhone:  804.307.9260,804.307.9260,"Midlothian,VA 23112",No contact Person,"Looking for that competitive edge for you & your best friend? 

A massage gives you that something extra and is perfect for anyone - from the trail pony to the top level competitors. Certified by Equissage & Mary Schreiber of Round Hill, VA, I use a unique combination of massage therapy and Reiki energy work to help your horse feel better than ever by loosening up muscles, eliminating scar tissue, and balancing your horse's energy.

Based in Midlothian, VA, I service all of Central VA. Rates are scaled to distance as follows (all prices are full body massage & include Reiki):

$75/hr in all of Central VA (Richmond, Hanover, Henrico, Chesterfield, Eastern Louisa, Amelia, Southeast Caroline, and a few others)
$85/hr for horses over an hour away from my home base in Midlothian
Beyond an hour and a half, rates will be based on exact location of your horse & how many horses I am coming for. If possible, please schedule more than 2 horses.

Multiple horse discounts:
Based off of my local area and $75/hr, 2 horses would be $65/ea, and 3-5 horses would be $60/ea. At this point, I do not do more than 5 horses a day.

Please eMail for any other questions and scheduling, or visit us on Facebook!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=12346,Central Virginia Animal Chiropractic,animalchiro(at)yahoo.com,http://https://www.facebook.com/VaAnimalCracker/Phone:  8049214103,8049214103,"Midlothian,VA 23112",No contact Person,"Virginia Equine & Canine Chiropractic is proud to serve the central Virginia region. It's Dr. Tyson's goal to work with you and your veterinarian to provide the best possible chiropractic, cold laser and myofascial care to his clients' animals so that they may continue to provide them with love, companionship, pleasure, work and sport."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=11779,Ocean Waves Massage VA,carrie(at)oceanwavesva.com,http://www.oceanwavesva.comPhone:  757-353-0619,757-353-0619,"Midlothian,VA 23113",No contact Person,"Equine Massage is fast being recognized as an important tool in the health of your horse.  If the problem is muscular, we can help!  Issues such as muscle tightness, tying up, sore back, or just generally being ""off"" can all be helped with massage.  Contact us today to get your horse on the path to wellness.  Check out www.oceanwavesva.com for prices and more information.  Mention this ad and receive $10 off your first Equine Massage.

Your horse will thank you!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14365,Advanced Equine LLC,advancedequinepemf(at)gmail.com,http://www.advancedequinellc.comPhone:  8047545453,8047545453,"Milford,VA 22514",No contact Person,"Advanced Equine LLC offers PEMF therapy for both horse and rider as well as other animals using state-of-the-art technology from Pulse. Serving central VA and surrounding areas. Visit our website, call, or e-mail for more information. You can also follow us on Facebook!"
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14411,"Oak Shade Sporthorses, LLC",oakshadesporthorses(at)gmail.com,http://www.oakshadesporthorses.comPhone:  (804) 695-4788,(804)695-4788,"[MAP]12433 Jefferson Hwy Mineral,",April Trimmer,"Oak Shade Sporthorses LLC is based out of Headwaters Farm in Mineral, VA with a focus on Dressage and Eventing. Owner April Trimmer is a USDF Silver Medalist with over 20 years experience in the equine industry. Offering lessons, training, young horse development program, and horses for sale/lease. Standing Morgan stallion Marle Hill Major's Apollo. Certified in Equine Sports Massage and offering PEMF services to the state of VA."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14646,Hidden Hills Equine Massage,,No website link,No Pone number,"Moseley,VA,VA,VA Moseley",No contact Person,No Details
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14197,Blue Cedar Farm LLC,bluecedarfarm(at)yahoo.com,Phone:  540-319-9271,540-319-9271,"[MAP]240 Blue Cedar Ln Natural Bridge ,VA,",Susan  Conner,I'm a certified equine massage therapist and a licensed veterinary technician. I will travel to you to massage your equine partner.  $70 for 1 horse.  I offer a multi horse discount which brings the price down to $65.
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=13041,~N~ TOUCH Equine and Canine Massage Therapy,zxfire(at)aol.com or tracey(at)firemansrunfarm.com,Phone:  757 876 7705,7578767705,"[MAP]1360 Riverside DrNew Kent/ Lanexa/ Williamsburg,",Tracey  Leftwich,"~N~Touch massage therapy is dedicated to helping our best friends, our horses and our dogs! If you have ever had a massage then you know how great it feels


Description

In all my years on this earth, I never dreamed I would be where I' am right now. I have a huge love of animals and I have always hated to see them suffer. Whether it was an injury or suffering at the hands of man. 
 I have trained horses the better part of 30 yrs. I always knew there was something more to offer our training horses but could never put my finger on it. Then one day I was rubbing down a horse and he felt knotted up in his back and hind quarters. I then started to rub him down with a form of massage. 
 He improved and was very happy after training and waited patiently for a rub down after his work. 
 So at that point I have used this on just about all the horses that I have handled. 
 Did I know what I was really doing...NO. But it made the horses happy and easier to handle. Just this past April 2014 I made my dreams come true and enrolled in the Equissage massage therapy certification course for Equine and /Canine therapy.
 This is where I met an awesome woman by the name of Mary Schreiber. My mentor and instructor. My life has changed since that first day in Mary's classroom in the basement of her farm house in Roundhill Va. We are friends and I still enjoy out little conversations when time permits! I want to thank her for all the confidence she gave me through my time spent there! I will always keep her dear to my heart! Now as Mary said"" I have a dream to massage every horse in the world just once....so that each might be favored with the release from pain that any good massage is capable of bringing to the body"" So we will massage on!!!! 

The Benefits of massage.
Equine sports massage therapy is a non-invasive therapy that aids in the total health of your horse. Your horse's body weight is 60% muscle thus tension and tightening in any part of your horse's body reduces the effectiveness of the whole body.

 The benefits of an equine sports massage are many. Circulation is improved, thus promoting more rapid healing of injuries. Muscle tone is enhanced and range of motion is increased. Muscle spasms are eased and tension is relieved. Stimulates circulation in the lymphatic system thus hastening the elimination of waste products and other toxins. Connective tissue is lengthened thus preventing the formation of adhesions. Disposition can also improve. 

 Compression is the stroke that separates sports massage from other types of massage. When muscle is compressed against the bone, the muscle fibers spread apart. This action frees the restrictions and adhesions in the muscle and allows the blood supply to flow easily into the muscle. The increased blood flow carries oxygen and nutrients to the muscle and aids in removing metabolic waste. Compression is used to break up adhesions in the bellies of the muscle. 

 An equine sports massage is non-discriminatory. All equine breeds and all disciplines will benefit. 
Maintains the entire body in better physical condition
Aids in preventing injuries and loss of mobility
Boosts athletic performance and endurance
Restores mobility to injured muscle tissue
Extends the good health and overall life of the horse's athletic career
 If your horse is also currently having Chiropractic work done, follow up with Sports massage, even if you fix a skeletal issue, you still have to retrain and work the muscles so the horse can benefit fully from the Chiropractic work performed. 

 Call or Email today for an appointment. (757) 876-7705
 tracey@firemansrunfarm.com use ( Sports Massage Appt) in the Header in case it goes to Spam mail. Thank you for your interest in E&C Massage Therapy."
http://www.virginiaequestrian.com/main.cfm?action=greenpages&sub=view&ID=14332,"Cockade Stables, LLC",nancybosher(at)gmail.com,Phone:  8048622588,8048622588,"[MAP]9208 Fort Dushane Road  Petersburg,",Nancy Bosher,"Cockade Stables offers a quality horse boarding experience with services and facilities that will meet all your needs.  We offer a fully covered indoor riding arena, full and partial boarding options, quality pastures and personal feeding and care for your equine twice a day, every day!
And Boarding is not our only passion.  Through Khamrada's Hope we serve families through our experiential education programs, bringing them hope, healing, and balance! Our services are not limited and can all be viewed when you visit our amazing website at Cockadestables.com or call us to schedule a visit and see what we can offer you personally!"
